raw_id,doc_id,text,group_key,num_aspects,label_signature,aspects
5986,sentfin_005986,BofA-ML pegs rupee at 57-58 on positive poll outcome,bofaml pegs rupee at 5758 on positive poll outcome,2,neutral,"[{'term': 'BofA-ML', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'rupee', 'sentiment': 'neutral', 'char_from': 13, 'char_to': 18, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5987,sentfin_005987,Bond market expects US Fed to wait till March,bond market expects us fed to wait till march,1,neutral,"[{'term': 'US Fed', 'sentiment': 'neutral', 'char_from': 20, 'char_to': 26, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5988,sentfin_005988,"Broad-based rally begins; Nifty may retest 8,350-8,400: Ashwani Gujral",broadbased rally begins nifty may retest 83508400 ashwani gujral,1,neutral,"[{'term': 'Nifty', 'sentiment': 'neutral', 'char_from': 26, 'char_to': 31, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5989,sentfin_005989,Brokers should not bank on one IT vendor: Sebi,brokers should not bank on one it vendor sebi,2,neutral,"[{'term': 'IT vendor', 'sentiment': 'neutral', 'char_from': 31, 'char_to': 40, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 42, 'char_to': 46, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5990,sentfin_005990,BSE asks brokers to remit excess STT to government,bse asks brokers to remit excess stt to government,1,neutral,"[{'term': 'BSE', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5991,sentfin_005991,BSE expects 30 SME IPOs in next 2-3 months,bse expects 30 sme ipos in next 23 months,1,neutral,"[{'term': 'BSE', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5992,sentfin_005992,"BSE Sensex may touch 23,500 level by year-end: RBS",bse sensex may touch 23500 level by yearend rbs,2,neutral,"[{'term': 'BSE Sensex', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 10, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'RBS', 'sentiment': 'neutral', 'char_from': 47, 'char_to': 50, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5993,sentfin_005993,"BSE Sensex to hit 32,980 by December 2015: Poll",bse sensex to hit 32980 by december 2015 poll,1,neutral,"[{'term': 'BSE Sensex', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 10, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5994,sentfin_005994,C M Vasudev re-appointed as HDFC Bank non-executive chairman,c m vasudev reappointed as hdfc bank nonexecutive chairman,1,neutral,"[{'term': 'HDFC Bank', 'sentiment': 'neutral', 'char_from': 28, 'char_to': 37, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5995,sentfin_005995,Cabinet to take up PSU ETF proposal on Wednesday,cabinet to take up psu etf proposal on wednesday,1,neutral,"[{'term': 'PSU', 'sentiment': 'neutral', 'char_from': 19, 'char_to': 22, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5996,sentfin_005996,Cairn India: Progress on E&P Projects key to growth,cairn india progress on ep projects key to growth,1,neutral,"[{'term': 'Cairn India', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 11, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5997,sentfin_005997,CCI probes Gujarat Gas Company on Saint Gobain Plaint,cci probes gujarat gas company on saint gobain plaint,2,neutral,"[{'term': 'Gujarat Gas Company', 'sentiment': 'neutral', 'char_from': 11, 'char_to': 30, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Saint Gobain', 'sentiment': 'neutral', 'char_from': 34, 'char_to': 46, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5998,sentfin_005998,Central Bank sells entire stake in CIBIL to Transunion,central bank sells entire stake in cibil to transunion,3,negative+neutral,"[{'term': 'CIBIL', 'sentiment': 'negative', 'char_from': 35, 'char_to': 40, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Central Bank', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Transunion', 'sentiment': 'neutral', 'char_from': 44, 'char_to': 54, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
5999,sentfin_005999,China keeps investors on edge: Is it 2008 again?,china keeps investors on edge is it 2008 again,1,neutral,"[{'term': 'China', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6000,sentfin_006000,"China stock markets steady after c.bank pledges ""flexible"" policy",china stock markets steady after cbank pledges flexible policy,2,neutral,"[{'term': 'China stock markets', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'c.bank', 'sentiment': 'neutral', 'char_from': 33, 'char_to': 39, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6001,sentfin_006001,China yuan holds steady as corporates cling to dollar,china yuan holds steady as corporates cling to dollar,2,neutral,"[{'term': 'China yuan', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 10, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'dollar', 'sentiment': 'neutral', 'char_from': 47, 'char_to': 53, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6002,sentfin_006002,"China yuan steady, better-than-expected PMI survey has no impact",china yuan steady betterthanexpected pmi survey has no impact,1,neutral,"[{'term': 'China yuan', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 10, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6003,sentfin_006003,Chinese developers to suffer little from yuan devaluation: S&P,chinese developers to suffer little from yuan devaluation sp,2,neutral,"[{'term': 'S&P', 'sentiment': 'neutral', 'char_from': 59, 'char_to': 62, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'yuan', 'sentiment': 'neutral', 'char_from': 41, 'char_to': 45, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6004,sentfin_006004,Chinese stocks vs reality: Shares are untethered to economy,chinese stocks vs reality shares are untethered to economy,1,neutral,"[{'term': 'Chinese stocks', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6005,sentfin_006005,Cholamandalam gets Board approval for raising Rs 500 crore,cholamandalam gets board approval for raising rs 500 crore,1,neutral,"[{'term': 'Cholamandalam', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 13, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6006,sentfin_006006,CIL IPO in line with market expectations: Avinash Gorakshekar,cil ipo in line with market expectations avinash gorakshekar,1,neutral,"[{'term': 'CIL', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6007,sentfin_006007,CLSA's top five mid-cap picks in tough macro environment,clsas top five midcap picks in tough macro environment,1,neutral,"[{'term': 'CLSA', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6008,sentfin_006008,Coaching institute Resonance Eduventures Plans Rs 500 crore IPO,coaching institute resonance eduventures plans rs 500 crore ipo,1,neutral,"[{'term': 'Resonance Eduventures', 'sentiment': 'neutral', 'char_from': 19, 'char_to': 40, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6009,sentfin_006009,Commexes asked to implement FSLRC suggestion from next month,commexes asked to implement fslrc suggestion from next month,1,neutral,"[{'term': 'Commexes', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 8, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6010,sentfin_006010,Court order on NK Proteins MDs bail plea today,court order on nk proteins mds bail plea today,1,neutral,"[{'term': 'NK Proteins', 'sentiment': 'neutral', 'char_from': 15, 'char_to': 26, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6011,sentfin_006011,Cox & Kings Q1 PAT at Rs 147 crore,cox kings q1 pat at rs 147 crore,1,neutral,"[{'term': 'Cox & Kings', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 11, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6012,sentfin_006012,Currency ties key to dollar reserve hegemony: BIS study,currency ties key to dollar reserve hegemony bis study,1,neutral,"[{'term': 'dollar', 'sentiment': 'neutral', 'char_from': 21, 'char_to': 27, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6013,sentfin_006013,Dalal street plays smart as May 16 draws near,dalal street plays smart as may 16 draws near,1,neutral,"[{'term': 'Dalal street', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6014,sentfin_006014,"Dalal Street to closely follow winter session, F&O expiry",dalal street to closely follow winter session fo expiry,1,neutral,"[{'term': 'Dalal Street', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6015,sentfin_006015,"Dandapani named CEO of Infy BPO, Idnani's new COO",dandapani named ceo of infy bpo idnanis new coo,2,neutral,"[{'term': 'Idnani', 'sentiment': 'neutral', 'char_from': 33, 'char_to': 39, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Infy BPO', 'sentiment': 'neutral', 'char_from': 23, 'char_to': 31, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6016,sentfin_006016,Did Federal Reserve Janet Yellen just enter currency wars?,did federal reserve janet yellen just enter currency wars,1,neutral,"[{'term': 'Federal Reserve', 'sentiment': 'neutral', 'char_from': 4, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6017,sentfin_006017,Did FIIs get a whiff of the Daiichi sale?,did fiis get a whiff of the daiichi sale,1,neutral,"[{'term': 'Daiichi', 'sentiment': 'neutral', 'char_from': 28, 'char_to': 35, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6018,sentfin_006018,Dilip Buildcon files for nearly $100 mn IPO: Sources,dilip buildcon files for nearly 100 mn ipo sources,1,neutral,"[{'term': 'Dilip Buildcon', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6019,sentfin_006019,Dilip Kumar Khandelwal appointed managing director of SAP Labs,dilip kumar khandelwal appointed managing director of sap labs,1,neutral,"[{'term': 'SAP Labs', 'sentiment': 'neutral', 'char_from': 54, 'char_to': 62, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6020,sentfin_006020,Directors on PSB boards to get market fee soon,directors on psb boards to get market fee soon,1,neutral,"[{'term': 'PSB', 'sentiment': 'neutral', 'char_from': 13, 'char_to': 16, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6021,sentfin_006021,"Dollar firm vs commodity currencies, eyes on oil prices",dollar firm vs commodity currencies eyes on oil prices,3,neutral,"[{'term': 'Dollar', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'commodity currencies', 'sentiment': 'neutral', 'char_from': 15, 'char_to': 35, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'oil', 'sentiment': 'neutral', 'char_from': 45, 'char_to': 48, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6022,sentfin_006022,Essar Oilfields ropes in Ankur Gupta as new CEO,essar oilfields ropes in ankur gupta as new ceo,1,neutral,"[{'term': 'Essar Oilfields', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6023,sentfin_006023,Essel Finance seeks licence to enter housing finance business,essel finance seeks licence to enter housing finance business,1,neutral,"[{'term': 'Essel Finance', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 13, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6024,sentfin_006024,"Euro holds firm after post-ECB short-covering, USD eyes jobs",euro holds firm after postecb shortcovering usd eyes jobs,2,neutral,"[{'term': 'Euro', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'USD', 'sentiment': 'neutral', 'char_from': 47, 'char_to': 50, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6025,sentfin_006025,Euro remains range-bound against dollar ahead of ECB meeting,euro remains rangebound against dollar ahead of ecb meeting,2,neutral,"[{'term': 'Euro', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'dollar', 'sentiment': 'neutral', 'char_from': 33, 'char_to': 39, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6026,sentfin_006026,"European shares steady, attention turns to euro zone summit",european shares steady attention turns to euro zone summit,1,neutral,"[{'term': 'European shares', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6027,sentfin_006027,Europeans banks eye dollar bond market for capital boost,europeans banks eye dollar bond market for capital boost,2,neutral,"[{'term': 'Europeans banks', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'dollar', 'sentiment': 'neutral', 'char_from': 20, 'char_to': 26, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6028,sentfin_006028,"Evening trading for agricultural commodities to help farmers, traders'",evening trading for agricultural commodities to help farmers traders,1,neutral,"[{'term': 'agricultural commodities', 'sentiment': 'neutral', 'char_from': 20, 'char_to': 44, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6029,sentfin_006029,"Expect Nifty to trade in 8,100-8,300 range: Sandeep Wagle",expect nifty to trade in 81008300 range sandeep wagle,1,neutral,"[{'term': 'Nifty', 'sentiment': 'neutral', 'char_from': 7, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6030,sentfin_006030,Expect Nifty to tread between 5950-6100 levels: Mitesh Thacker,expect nifty to tread between 59506100 levels mitesh thacker,1,neutral,"[{'term': 'Nifty', 'sentiment': 'neutral', 'char_from': 7, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6031,sentfin_006031,"F&O Strategy by Bhavin Desai, Head of Derivative Research",fo strategy by bhavin desai head of derivative research,1,neutral,"[{'term': 'Derivative Research', 'sentiment': 'neutral', 'char_from': 38, 'char_to': 57, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6032,sentfin_006032,F&O Tracker: Nifty Likely to Trade in 8650-8280 Zone,fo tracker nifty likely to trade in 86508280 zone,1,neutral,"[{'term': 'Nifty', 'sentiment': 'neutral', 'char_from': 13, 'char_to': 18, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6033,sentfin_006033,FIIs put $1.3 bn in Indian equities in April,fiis put 13 bn in indian equities in april,1,neutral,"[{'term': 'Indian equities', 'sentiment': 'neutral', 'char_from': 20, 'char_to': 35, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6034,sentfin_006034,FIIs trim stake in FMCG companies during Jan-Mar quarter,fiis trim stake in fmcg companies during janmar quarter,1,neutral,"[{'term': 'FMCG companies', 'sentiment': 'neutral', 'char_from': 19, 'char_to': 33, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6035,sentfin_006035,FIMMDA removes trading bands for govt bonds for Monday,fimmda removes trading bands for govt bonds for monday,2,neutral,"[{'term': 'FIMMDA', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'govt bonds', 'sentiment': 'neutral', 'char_from': 33, 'char_to': 43, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6036,sentfin_006036,Financial sector accounts for bulk of corporate bond issuances,financial sector accounts for bulk of corporate bond issuances,1,neutral,"[{'term': 'Financial sector', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 16, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6037,sentfin_006037,Flash crash: Sebi to hear NSE's reply on Monday,flash crash sebi to hear nses reply on monday,2,neutral,"[{'term': 'NSE', 'sentiment': 'neutral', 'char_from': 26, 'char_to': 29, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 13, 'char_to': 17, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6038,sentfin_006038,"Foreign investors pitch to expedite listing of NSE, BSE",foreign investors pitch to expedite listing of nse bse,2,neutral,"[{'term': 'BSE', 'sentiment': 'neutral', 'char_from': 52, 'char_to': 55, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'NSE', 'sentiment': 'neutral', 'char_from': 47, 'char_to': 50, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6039,sentfin_006039,Former Randstad India MD E Balaji joins TVS Logistics,former randstad india md e balaji joins tvs logistics,2,neutral,"[{'term': 'Randstad India', 'sentiment': 'neutral', 'char_from': 7, 'char_to': 21, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'TVS Logistics', 'sentiment': 'neutral', 'char_from': 40, 'char_to': 53, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6040,sentfin_006040,"FTIL enters pact with Rakesh Jhunjhunwala, to exit MCX-SX",ftil enters pact with rakesh jhunjhunwala to exit mcxsx,2,neutral,"[{'term': 'FTIL', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'MCX-SX', 'sentiment': 'neutral', 'char_from': 51, 'char_to': 57, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6041,sentfin_006041,Glenmark Pharma posts FY11 net at Rs 457.83 cr,glenmark pharma posts fy11 net at rs 45783 cr,1,neutral,"[{'term': 'Glenmark Pharma', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6042,sentfin_006042,Gokul posts FY'11 net profit at Rs 61.7 crore,gokul posts fy11 net profit at rs 617 crore,1,neutral,"[{'term': 'Gokul', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6043,sentfin_006043,Gold dips but Malaysian plane downing seen aiding sentiment,gold dips but malaysian plane downing seen aiding sentiment,1,neutral,"[{'term': 'Gold', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6044,sentfin_006044,"Gold treads water near $1,160, Fed meeting in focus",gold treads water near 1160 fed meeting in focus,2,neutral,"[{'term': 'Fed', 'sentiment': 'neutral', 'char_from': 31, 'char_to': 34, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Gold', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6045,sentfin_006045,Gurmit Singh joins Yahoo India as new Managing Director,gurmit singh joins yahoo india as new managing director,1,neutral,"[{'term': 'Yahoo India', 'sentiment': 'neutral', 'char_from': 19, 'char_to': 30, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6046,sentfin_006046,Guruvayur temple to buy 10 kg saffron every month,guruvayur temple to buy 10 kg saffron every month,1,neutral,"[{'term': 'saffron', 'sentiment': 'neutral', 'char_from': 30, 'char_to': 37, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6047,sentfin_006047,HCC reports Rs 5.39 crore net profit in Q3,hcc reports rs 539 crore net profit in q3,1,neutral,"[{'term': 'HCC', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6048,sentfin_006048,Hindalco Industries promotes Satish Pai as deputy managing director,hindalco industries promotes satish pai as deputy managing director,1,neutral,"[{'term': 'Hindalco Industries', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6049,sentfin_006049,Hold Financial Technologies at current level: G Chokkalingam,hold financial technologies at current level g chokkalingam,1,neutral,"[{'term': 'Financial Technologies', 'sentiment': 'neutral', 'char_from': 5, 'char_to': 27, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6050,sentfin_006050,"Hold JSW Steel, target price Rs 900: BNP Paribas",hold jsw steel target price rs 900 bnp paribas,2,neutral,"[{'term': 'BNP Paribas', 'sentiment': 'neutral', 'char_from': 37, 'char_to': 48, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'JSW Steel', 'sentiment': 'neutral', 'char_from': 5, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6051,sentfin_006051,HSBC securities registers for new Foreign Portfolio Investor scheme,hsbc securities registers for new foreign portfolio investor scheme,1,neutral,"[{'term': 'HSBC securities', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6052,sentfin_006052,HT Media Q3 net profit at Rs 67.02 crore,ht media q3 net profit at rs 6702 crore,1,neutral,"[{'term': 'HT Media', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 8, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6053,sentfin_006053,HUL: Soaps business holds the key to co's prospects,hul soaps business holds the key to cos prospects,1,neutral,"[{'term': 'HUL', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6054,sentfin_006054,ICICIdirect Centre for Financial Learning launches StockMIND Season 4,icicidirect centre for financial learning launches stockmind season 4,1,neutral,"[{'term': 'ICICIdirect Centre for Financial Learning', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 41, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6055,sentfin_006055,"IDFC Bank debuts on bourses, lists at Rs 70.50",idfc bank debuts on bourses lists at rs 7050,1,neutral,"[{'term': 'IDFC Bank', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 9, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6056,sentfin_006056,IDFC lowers FII shareholding limit by 0.25 percentage points,idfc lowers fii shareholding limit by 025 percentage points,1,neutral,"[{'term': 'IDFC', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6057,sentfin_006057,IIHFL to raise Rs 200 crore through non-convertible debentures,iihfl to raise rs 200 crore through nonconvertible debentures,1,neutral,"[{'term': 'IHFL', 'sentiment': 'neutral', 'char_from': 1, 'char_to': 5, 'match_status': 'matched', 'match_type': 'substring_unique'}]"
6058,sentfin_006058,IL&FS Engineering files papers for Rs 300-crore rights issue,ilfs engineering files papers for rs 300crore rights issue,1,neutral,"[{'term': 'IL&FS Engineering', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 17, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6059,sentfin_006059,Immediate resistance for rupee is placed at 55.85: Bonanza,immediate resistance for rupee is placed at 5585 bonanza,2,neutral,"[{'term': 'Bonanza', 'sentiment': 'neutral', 'char_from': 51, 'char_to': 58, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'rupee', 'sentiment': 'neutral', 'char_from': 25, 'char_to': 30, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6060,sentfin_006060,In-charges of Rourkela Steel Plant awarded for exemplary work,incharges of rourkela steel plant awarded for exemplary work,1,neutral,"[{'term': 'Rourkela Steel Plant', 'sentiment': 'neutral', 'char_from': 14, 'char_to': 34, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6061,sentfin_006061,"India, the third fastest growing investor in the US",india the third fastest growing investor in the us,2,neutral,"[{'term': 'India', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'US', 'sentiment': 'neutral', 'char_from': 49, 'char_to': 51, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6062,sentfin_006062,"Indian funds, HNIs eye slice of Alibaba mega IPO",indian funds hnis eye slice of alibaba mega ipo,3,neutral,"[{'term': 'Alibaba', 'sentiment': 'neutral', 'char_from': 32, 'char_to': 39, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'HNI', 'sentiment': 'neutral', 'char_from': 14, 'char_to': 17, 'match_status': 'matched', 'match_type': 'substring_unique'}, {'term': 'Indian funds', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6063,sentfin_006063,Infosys Q1 results: 5 things to watch out for,infosys q1 results 5 things to watch out for,1,neutral,"[{'term': 'Infosys', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6064,sentfin_006064,Infosys Q3 earnings: Five things to watch out for,infosys q3 earnings five things to watch out for,1,neutral,"[{'term': 'Infosys', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6065,sentfin_006065,Infrastructure stocks' direction depends on the market: Deepak Mohoni,infrastructure stocks direction depends on the market deepak mohoni,1,neutral,"[{'term': 'Infrastructure stocks', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 21, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6066,sentfin_006066,Investigators turn bankers into informants in forex probe: WSJ,investigators turn bankers into informants in forex probe wsj,1,neutral,"[{'term': 'WSJ', 'sentiment': 'neutral', 'char_from': 59, 'char_to': 62, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6067,sentfin_006067,Investors should tread carefully in midcaps ahead of results,investors should tread carefully in midcaps ahead of results,1,neutral,"[{'term': 'midcaps', 'sentiment': 'neutral', 'char_from': 36, 'char_to': 43, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6068,sentfin_006068,Is gold a safe haven for investors in India?,is gold a safe haven for investors in india,2,neutral,"[{'term': 'India', 'sentiment': 'neutral', 'char_from': 38, 'char_to': 43, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'gold', 'sentiment': 'neutral', 'char_from': 3, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6069,sentfin_006069,J&K Bank nets Rs 932 crore in nine months,jk bank nets rs 932 crore in nine months,1,neutral,"[{'term': 'J&K Bank', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 8, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6070,sentfin_006070,Jewellers seek a role in new gold monetisation scheme,jewellers seek a role in new gold monetisation scheme,2,neutral,"[{'term': 'Jewellers', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 9, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'gold', 'sentiment': 'neutral', 'char_from': 29, 'char_to': 33, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
6071,sentfin_006071,JP Chalasani quits Reliance Power to join Punj Lloyd,jp chalasani quits reliance power to join punj lloyd,2,neutral,"[{'term': 'Punj Lloyd', 'sentiment': 'neutral', 'char_from': 42, 'char_to': 52, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Reliance Power', 'sentiment': 'neutral', 'char_from': 19, 'char_to': 33, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
